0,1
we,don't
do,we
we,<\s>
<s>,we
we,eat
but,you
you,don't
do,you
you,like
<s>,you
you,don't
do,you
you,<\s>
oh,you
you,like
don't,you
you,<\s>
do,you
you,<\s>
<s>,you
you,like
for,you
you,if
if,you
you,want
want,it
it,<\s>
well,you
you,don't
so,i
i,didn't
if,you
you,want
more,you
you,can
move,her
her,tea
<s>,you
you,sit
is,it
it,nice
do,you
you,drink
don't,you
you,<\s>
are,we
we,lying
is,it
it,because
willn't,you
you,<\s>
put,it
it,there
isn't,it
it,<\s>
isn't,it
it,<\s>
is,he
he,<\s>
let,me
me,blow
let,me
me,blow
for,you
you,please
can,you
you,blow
can,you
you,<\s>
can,you
you,manage
manage,it
it,<\s>
<s>,we
we,don't
isn't,it
it,<\s>
<s>,we
we,don't
<s>,she
she,will
can,i
i,play
willn't,it
it,<\s>
<s>,you
you,came
stopped,her
her,going
didn't,you
you,<\s>
where'd,she
she,gone
then,you
you,won't
with,them
them,<\s>
with,them
them,<\s>
yes,i
i,can
daddy,he
he,mustn't
with,you
you,again
what're,you
you,going
to,me
me,<\s>
that,you
you,wanted
with,them
them,aren't
aren't,you
you,<\s>
<s>,she
she,came
didn't,she
she,<\s>
are,we
we,going
are,we
we,going
buy,them
them,off
off,you
you,<\s>
do,you
you,think
can,i
i,have
<s>,you
you,don't
can,i
i,buy
have,you
you,got
<s>,you
you,like
get,you
you,some
<s>,we
we,don't
do,we
we,<\s>
isn't,it
it,<\s>
<s>,you
you,do
don't,you
you,<\s>
can,you
you,give
give,me
me,an
are,you
you,mister_sainsbury
willn't,we
we,<\s>
will,it
it,<\s>
do,we
we,buy
when,we
we,go
did,we
we,buy
did,we
we,buy
<s>,we
we,didn't
did,we
we,buy
did,we
we,buy
did,we
we,buy
at,me
me,<\s>
on,it
it,<\s>
have,you
you,seen
seen,it
it,<\s>
is,it
it,<\s>
here,you
you,are
<s>,i
i,want
given,me
me,enough
can,i
i,have
because,you
you,haven't
from,you
you,<\s>
haven't,you
you,<\s>
<s>,i
i,won't
are,you
you,going
let,me
me,have
for,it
it,<\s>
oh,i
i,think
<s>,i
i,think
with,it
it,<\s>
with,it
it,as_well
for,you
you,<\s>
are,you
you,going
<s>,i
i,think
think,you
you,could
couldn't,you
you,<\s>
well,you
you,can
hold,it
it,<\s>
are,you
you,going
do,you
you,want
with,it
it,<\s>
eat,it
it,<\s>
to,you
you,these
do,you
you,want
aren't,they
they,<\s>
well,you
you,don't
<s>,they
they,hafta
isn't,it
it,<\s>
do,you
you,like
can,you
you,find
of,them
them,by
with,them
them,hadn't
hadn't,you
you,and
with,them
them,<\s>
isn't,it
it,<\s>
shall,we
we,put
doesn't,it
it,<\s>
shall,we
we,put
put,it
it,there
take,it
it,out
should,we
we,<\s>
will,you
you,stop
if,you
you,can't
putting,them
them,in
let,you
you,play
with,them
them,<\s>
to,it
it,<\s>
isn't,it
it,<\s>
is,it
it,<\s>
well,you
you,just
said,it
it,was
haven't,you
you,<\s>
told,you
you,about
what're,you
you,going
are,you
you,going
isn't,it
it,<\s>
can,we
we,<\s>
willn't,you
you,<\s>
are,we
we,going
isn't,it
it,<\s>
well,it
it,it
it,will
willn't,it
it,<\s>
do,you
you,remember
when,we
we,saw
saw,them
them,on
when,they
they,were
do,her
her,shopping
is,she
she,still
is,she
she,<\s>
hasn't,she
she,got
let,her
her,out
until,she
she,has
is,she
she,<\s>
what's,she
she,bought
where's,she
she,been
has,she
she,been
yes,it
it,is
<s>,i
i,think
think,we
we,just
heard,it
it,didn't
didn't,we
we,<\s>
is,it
it,playing
<s>,it
it,plays
<s>,it
it,always
doesn't,it
it,when
have,we
we,got
<s>,we
we,haven't
could,we
we,put
if,we
we,had
shall,we
we,put
put,it
it,at
shall,we
we,put
put,it
it,at
did,it
it,<\s>
oh,i
i,didn't
do,you
you,need
do,you
you,now
er,i
i,think
got,them
them,back
turn,them
them,round
can,you
you,see
<s>,i
i,can't
can,you
you,see
got,it
it,back
are,they
they,called
get,it
it,back
<s>,i
i,think
isn't,it
it,<\s>
well,you
you,won't
see,it
it,from
will,you
you,because
<s>,it
it,is
at,it
it,another
are,you
you,coming
with,me
me,and
shall,we
we,have
then,we
we,can
shall,we
we,have
then,we
we,can
are,you
you,going
because,you
you,get
when,you
you,go
is,it
it,<\s>
what've,you
you,pulled
<s>,you
you,won't
give,it
it,to
to,me
me,please
<s>,i
i,think
didn't,it
it,<\s>
willn't,we
we,<\s>
do,you
you,think
after,him
him,<\s>
do,you
you,<\s>
<s>,you
you,can't
can,you
you,<\s>
are,you
you,going
take,it
it,to
mend,it
it,<\s>
do,you
you,think
mend,it
it,<\s>
<s>,i
i,mean
mean,he
he,didn't
on,it
it,didn't
didn't,it
it,<\s>
that's,it
it,<\s>
that's,it
it,isn't
when,you
you,get
that's,it
it,<\s>
show,you
you,look
when,you
you,get
top,you
you,leave
leave,it
it,there
doesn't,it
it,<\s>
<s>,i
i,thought
thought,you
you,knew
don't,you
you,think
if,you
you,keep
<s>,you
you,come
<s>,i
i,can
can,you
you,hear
hear,it
it,ringing
<s>,it
it,must
mustn't,it
it,<\s>
answered,it
it,and
and,he
he,and
haven't,they
they,<\s>
isn't,it
it,<\s>
isn't,it
it,<\s>
are,you
you,going
up,them
them,<\s>
up,them
them,<\s>
oh,i
i,see
<s>,you
you,are
willn't,we
we,<\s>
doesn't,he
he,<\s>
shall,we
we,have
have,him
him,as
there,you
you,are
hasn't,he
he,<\s>
do,you
you,think
<s>,i
i,think
help,him
him,hadn't
hadn't,we
we,<\s>
<s>,he
he,can
<s>,he
he,can
has,he
he,got
if,we
we,can
swing,it
it,round
isn't,he
he,<\s>
<s>,he
he,isn't
is,he
he,going
how's,he
he,going
swing,it
it,around
is,he
he,<\s>
well,you
you,don't
swing,it
it,around
<s>,you
you,you've
haven't,you
you,<\s>
do,you
you,think
don't,they
they,<\s>
yes,she
she,did
brought,him
him,down
is,she
she,pleased
is,she
she,cross
is,she
she,cross
but,she
she,must
mustn't,she
she,<\s>
is,he
he,<\s>
<s>,i
i,think
isn't,he
he,<\s>
ride,it
it,can
can,he
he,<\s>
<s>,he
he,isn't
is,he
he,going
<s>,he
he,wants
<s>,you
you,wanna
well,you
you,you
you,operate
well,i
i,think
hadn't,we
we,<\s>
can,we
we,put
there,you
you,are
there,you
you,are
here,it
it,is
did,it
it,break
repair,it
it,<\s>
had,we
we,better
help,you
you,won't
willn't,she
she,<\s>
well,you
you,just
is,he
he,going
is,he
he,going
is,he
he,<\s>
has,it
it,<\s>
bring,them
them,back
has,he
he,fallen
with,it
it,<\s>
<s>,i
i,think
think,you
you,i
you,i
i,think
haven't,you
you,<\s>
makes,it
it,louder
doesn't,it
it,<\s>
makes,it
it,louder
<s>,you
you,can
can't,you
you,<\s>
hand,i
i,can't
<s>,i
i,think
it's,i
i,think
helps,you
you,to
hear,it
it,actually
<s>,i
i,think
in,you
you,can't
hear,it
it,<\s>
is,it
it,your
is,it
it,the
is,it
it,daddy's
are,we
we,going
is,it
it,going
here,we
we,are
willn't,we
we,again
there,we
we,are
hadn't,you
you,<\s>
is,he
he,badly
has,he
he,got
did,you
you,empty
in,it
it,<\s>
in,it
it,you
it,you
you,didn't
empty,it
it,did
did,you
you,<\s>
<s>,we
we,collected
didn't,we
we,<\s>
do,you
you,remember
when,you
you,dropped
dropped,them
them,all
collect,them
them,all
and,we
we,found
found,them
them,<\s>
didn't,we
we,<\s>
what're,you
you,looking
that,you
you,don't
isn't,it
it,<\s>
isn't,it
it,<\s>
isn't,it
it,<\s>
<s>,we
we,don't
do,you
you,hafta
can't,we
we,play
do,you
you,know
did,we
we,have
did,we
we,<\s>
did,we
we,have
carrying,it
it,along
<s>,you
you,can
carrying,it
it,now
aren't,you
you,<\s>
did,you
you,eat
oh,it
it,is
isn't,it
it,<\s>
told,you
you,that
<s>,you
you,sound
don't,you
you,<\s>
do,you
you,think
are,you
you,going
does,she
she,aran
when,she
she,thought
in,her
her,garden
yes,they
they,did
<s>,they
they,they
they,did
<s>,they
they,all
didn't,they
they,<\s>
and,they
they,took
and,they
they,sunbathed
and,they
they,bought
and,she
she,was
that,she
she,waved
waved,her
her,magic
and,it
it,was
wasn't,it
it,<\s>
didn't,they
they,<\s>
<s>,i
i,thought
thought,you
you,were
<s>,she
she,doesn't
heard,it
it,many
<s>,i
i,think
think,she
she,knows
to,it
it,as_well
put,it
it,away
do,you
you,wanna
<s>,i
i,thought
thought,we
we,were
<s>,you
you,told
told,me
me,you
me,you
you,said
said,i
i,wanna
is,it
it,<\s>
reach,it
it,<\s>
do,you
you,know
work,it
it,<\s>
show,me
me,<\s>
if,you
you,turn
turn,it
it,that
round,we
we,can
who,it
it,is
can't,we
we,<\s>
helping,you
you,<\s>
helping,you
you,at
<s>,she
she,hasn't
in,her
her,hair
hasn't,she
she,<\s>
push,it
it,the
that's,it
it,<\s>
isn't,it
it,<\s>
in,it
it,hasn't
hasn't,it
it,<\s>
there,he
he,is
in,it
it,hasn't
hasn't,it
it,<\s>
isn't,he
he,<\s>
with,it
it,<\s>
<s>,you
you,don't
shall,we
we,put
put,it
it,away
would,you
you,like
would,you
you,like
carrying,it
it,isn't
isn't,it
it,<\s>
in,it
it,aran
<s>,you
you,come
help,me
me,to
put,them
them,in
<s>,you
you,wanna
what,it
it,is
that,you
you,<\s>
oh,you
you,don't
for,you
you,to
that,you
you,like
are,you
you,going
do,you
you,know
hear,them
them,then
does,she
she,<\s>
<s>,they
they,do
don't,they
they,<\s>
<s>,they
they,like
do,you
you,like
is,it
it,<\s>
is,it
it,winnie_the_pooh's
<s>,you
you,hafta
give,it
it,back
can't,you
you,reach
reach,it
it,<\s>
<s>,you
you,can't
get,it
it,down
<s>,me
me,<\s>
<s>,i
i,didn't
put,it
it,there
put,it
it,there
did,he
he,put
put,it
it,there
were,you
you,playing
are,we
we,<\s>
<s>,i
i,thought
thought,you
you,were
have,you
you,now
is,it
it,<\s>
<s>,i
i,shall
with,you
you,in
yes,i
i,know
telling,me
me,that
turn,you
you,over
after,you
you,if
if,you
you,don't
like,me
me,<\s>
have,you
you,<\s>
take,you
you,home
with,her
her,<\s>
if,you
you,put
cushion,you
you,can't
hear,it
it,can
can,you
you,<\s>
kiss,it
it,better
did,you
you,hurt
are,you
you,<\s>
shall,we
we,put
with,them
them,<\s>
shall,we
we,play
did,we
we,say
say,it
it,was
and,it
it,comes
doesn't,it
it,<\s>
<s>,you
you,know
is,it
it,<\s>
is,it
it,<\s>
<s>,we
we,can
isn't,it
it,<\s>
shall,we
we,put
put,it
it,in
put,it
it,in
is,it
it,<\s>
are,you
you,going
can,you
you,find
find,me
me,the
can,you
you,<\s>
shall,we
we,put
put,them
them,in
<s>,he
he,jolly
<s>,he
he,eats
and,he
he,eats
<s>,he
he,eats
<s>,he
he,does
<s>,we
we,saw
off,you
you,<\s>
send,it
it,back
like,it
it,<\s>
sure,she
she,will
<s>,she
she,does
<s>,she
she,likes
likes,them
them,very
do,you
you,like
noise,it
it,makes
<s>,you
you,were
asking,me
me,this
weren't,you
you,<\s>
did,we
we,say
<s>,you
you,love
don't,you
you,<\s>
give,her
her,a
<s>,it
it,was
in,her
her,hair
wasn't,it
it,<\s>
<s>,she
she,doesn't
need,it
it,<\s>
<s>,she
she,doesn't
need,it
it,<\s>
excuse,me
me,please
excuse,me
me,<\s>
isn't,it
it,<\s>
does,he
he,<\s>
<s>,i
i,find
find,it
it,difficult
<s>,they
they,were
weren't,they
they,<\s>
of,them
them,wasn't
wasn't,it
it,<\s>
didn't,he
he,<\s>
shall,we
we,build
shall,we
we,have
<s>,you
you,find
here,you
you,are
are,they
they,<\s>
do,you
you,wanna
and,we
we,went
didn't,we
we,<\s>
<s>,we
we,went
haven't,you
you,<\s>
doesn't,it
it,like
so,it
it,can
move,it
it,<\s>
that's,it
it,<\s>
shall,we
we,play
are,they
they,going
is,he
he,<\s>
well,i
i,don't
think,you
you,can
<s>,you
you,can't
isn't,it
it,<\s>
here,you
you,are
do,you
you,want
willn't,we
we,<\s>
then,you
you,can
there,we
we,go
hadn't,you
you,better
does,he
he,wanna
is,he
he,going
is,he
he,<\s>
can,they
they,have
do,it
it,are
are,they
they,<\s>
isn't,it
it,<\s>
are,you
you,going
<s>,i
i,think
are,you
you,driving
driving,them
them,round
is,he
he,<\s>
isn't,he
he,<\s>
yes,he
he,will
if,you
you,put
put,him
him,on
<s>,you
you,see
wonder,you
you,can't
get,it
it,on
here,you
you,are
are,you
you,driving
driving,them
them,round
should,we
we,make
where,it
it,goes
are,you
you,<\s>
and,you
you,want
<s>,i
i,don't
did,you
you,know
is,it
it,<\s>
does,it
it,<\s>
has,she
she,got
make,her
her,better
aren't,they
they,<\s>
<s>,it
it,can
anywhere,you
you,like
here,we
we,are
over,them
them,both
haven't,you
you,<\s>
isn't,it
it,<\s>
make,it
it,anyway
do,you
you,like
isn't,it
it,<\s>
did,you
you,see
see,him
him,fishing
did,you
you,see
has,he
he,<\s>
where's,he
he,going
is,he
he,<\s>
is,he
he,<\s>
take,it
it,in
with,him
him,<\s>
is,he
he,going
share,it
it,with
<s>,it
it,has
hasn't,it
it,<\s>
<s>,i
i,don't
don't,you
you,think
think,it
it,don't
don't,you
you,think
don't,they
they,<\s>
shall,we
we,have
<s>,they
they,like
don't,they
they,<\s>
do,they
they,hafta
<s>,you
you,wanna
put,them
them,by
shall,we
we,have
what're,you
you,doing
without,you
you,you
you,know
tell,me
me,you're
will,you
you,<\s>
can,you
you,get
did,you
you,put
are,you
you,about
that,you
you,can
isn't,it
it,<\s>
well,you
you,come
show,me
me,<\s>
haven't,they
they,<\s>
of,them
them,<\s>
doesn't,she
she,<\s>
<s>,she
she,puts
puts,them
them,on
or,she
she,wears
wears,them
them,<\s>
doesn't,she
she,<\s>
put,them
them,on
if,you
you,want
bring,them
them,over
here,you
you,are
did,you
you,put
there,we
we,are
shall,we
we,not
tip,it
it,out
put,it
it,over
so,it
it,doesn't
did,we
we,buy
when,we
we,went
<s>,you
you,don't
and,you
you,know
did,we
we,buy
can,you
you,remember
weren't,you
you,taking
<s>,you
you,were
unloading,them
them,from
<s>,we
we,bought
didn't,we
we,<\s>
did,you
you,have
haven't,you
you,<\s>
pick,it
it,up
sure,they
they,don't
like,you
you,that
<s>,you
you,mustn't
eat,them
them,<\s>
have,them
them,back
<s>,you
you,can
well,you
you,choose
what,you
you,would
would,you
you,like
would,you
you,like
hasn't,she
she,<\s>
have,you
you,asked
asked,her
her,<\s>
have,you
you,got
can,you
you,catch
catch,it
it,<\s>
can,you
you,do
do,it
it,again
can,you
you,catch
to,it
it,once
caught,it
it,you
it,you
you,know
is,it
it,<\s>
there,you
you,are
oh,you
you,did
didn't,you
you,so
so,i
i,couldn't
catch,it
it,<\s>
didn't,you
you,<\s>
<s>,you
you,rascal
rascal,you
you,<\s>
throw,it
it,to
rather,you
you,didn't
as,it
it,is
<s>,we
we,can
can't,we
we,<\s>
when,it
it,gets
with,it
it,outside
can't,we
we,<\s>
<s>,we
we,can
can't,we
we,<\s>
<s>,we
we,can
can't,we
we,<\s>
willn't,it
it,<\s>
can,you
you,swim
<s>,you
you,knocked
can,you
you,swim
<s>,you
you,sink
do,you
you,<\s>
do,you
you,<\s>
<s>,i
i,was
putting,them
them,in
putting,them
them,away
<s>,you
you,can
with,them
them,<\s>
have,you
you,<\s>
what's,it
it,called
is,it
it,called
put,it
it,down
are,you
you,going
here,we
we,are
would,you
you,like
would,he
he,<\s>
isn't,it
it,<\s>
isn't,it
it,<\s>
take,it
it,off
aren't,we
we,<\s>
<s>,you
you,can
<s>,i
i,said
eat,them
them,<\s>
are,you
you,going
sell,me
me,some
are,you
you,<\s>
what're,you
you,going
sell,me
me,mister_shop_keeper
are,you
you,going
what're,you
you,going
sell,me
me,<\s>
can,i
i,have
would,i
i,like
<s>,i
i,think
<s>,you
you,haven't
with,it
it,<\s>
<s>,we
we,don't
put,it
it,in
<s>,you
you,don't
lick,it
it,if
is,it
it,tasty
is,it
it,<\s>
is,it
it,strawberry
aren't,you
you,<\s>
well,i
i,don't
are,you
you,<\s>
<s>,we
we,don't
than,we
we,eat
<s>,you
you,wanna
isn't,it
it,<\s>
shall,we
we,take
eat,them
them,<\s>
<s>,you
you,come
isn't,it
it,<\s>
isn't,it
it,<\s>
let,me
me,have
silly,me
me,talking
can,they
they,<\s>
<s>,you
you,don't
want,it
it,to
how,you
you,do
do,it
it,is
is,it
it,<\s>
then,it
it,gets
doesn't,it
it,<\s>
<s>,i
i,haven't
seen,him
him,recently
have,you
you,<\s>
<s>,i
i,can
could,we
we,give
give,him
him,out_of
does,he
he,eat
does,he
he,eat
is,he
he,going
is,it
it,going
perhaps,we
we,could
couldn't,we
we,<\s>
haven't,you
you,<\s>
is,he
he,<\s>
are,they
they,<\s>
<s>,you
you,wanna
goodness,me
me,<\s>
putting,him
him,in
get,him
him,out
have,you
you,<\s>
<s>,i
i,haven't
have,you
you,put
put,it
it,somewhere
have,we
we,just
misplaced,it
it,<\s>
is,it
it,the
is,it
it,<\s>
is,it
it,<\s>
<s>,he
he,can
can't,he
he,<\s>
is,he
he,looking
well,i
i,don't
aren't,they
they,<\s>
but,i
i,think
isn't,she
she,<\s>
are,you
you,going
<s>,we
we,don't
get,them
them,trapped
put,it
it,in
haven't,you
you,like
is,he
he,<\s>
there,you
you,are
well,i
i,don't
has,it
it,disappeared
did,you
you,like
like,him
him,to
has,he
he,eaten
are,you
you,sure
have,you
you,got
<s>,you
you,are
aren't,you
you,<\s>
grabbed,it
it,like
did,he
he,get
eaten,it
it,<\s>
<s>,i
i,don't
think,it
it,had
had,you
you,know
<s>,it
it,hadn't
of,it
it,had
had,it
it,<\s>
<s>,it
it,had
of,it
it,there
hadn't,it
it,<\s>
<s>,he
he,was
wasn't,he
he,<\s>
give,me
me,my
didn't,he
he,<\s>
give,me
me,my
<s>,he
he,fought
didn't,he
he,<\s>
didn't,it
it,<\s>
don't,you
you,wanna
<s>,you
you,wanna
play,it
it,again
well,you
you,you
you,go
are,you
you,on
get,you
you,just
didn't,it
it,<\s>
<s>,i
i,won't
if,i
i,keep
will,i
i,<\s>
eat,me
me,are
are,you
you,<\s>
am,i
i,tasty
are,you
you,<\s>
well,we
we,are
aren't,we
we,<\s>
isn't,it
it,<\s>
mess,you
you,made
when,you
you,tipped
shall,we
we,put
isn't,it
it,<\s>
are,we
we,having
do,you
you,want
are,you
you,sure
if,you
you,do
to,you
you,doesn't
doesn't,she
she,<\s>
has,she
she,seen
oh,you
you,can
<s>,you
you,can
see,you
you,can
when,you
you,wake
can't,you
you,<\s>
are,you
you,going
is,it
it,you
it,you
you,want
oh,you
you,want
do,you
you,<\s>
is,it
it,<\s>
shall,we
we,build
<s>,we
we,were
weren't,we
we,a
didn't,she
she,<\s>
<s>,we
we,had
then,we
we,were
weren't,we
we,<\s>
so_that,we
we,could
weren't,we
we,<\s>
tracks,they
they,are
aren't,they
they,<\s>
are,we
we,having
am,i
i,playing
doesn't,it
it,<\s>
now,you
you,can
can't,you
you,<\s>
or,you
you,could
wouldn't,you
you,<\s>
isn't,it
it,<\s>
<s>,i
i,don't
think,she
she,actually
take,it
it,aran
<s>,i
i,don't
take,it
it,do
do,they
they,<\s>
well,you
you,come
show,me
me,how
how,it
it,works
<s>,you
you,use
<s>,you
you,coming
<s>,you
you,want
<s>,you
you,want
want,it
it,to
do,they
they,<\s>
is,it
it,<\s>
are,we
we,doing
do,we
we,needta
is,it
it,going
are,you
you,going
up,them
them,is
is,he
he,<\s>
pull,them
them,out
is,it
it,<\s>
aren't,they
they,<\s>
here,we
we,are
didn't,he
he,climb
what's,he
he,doing
is,he
he,going
lift,it
it,off
is,he
he,superman
lowering,it
it,to
is,he
he,<\s>
to,him
him,<\s>
has,he
he,said
isn't,it
it,<\s>
haven't,you
you,<\s>
so,he
he,can
tell,me
me,that
has,he
he,<\s>
would,you
you,like
like,me
me,to
so,it
it,stays
while,you
you,deal
drive,it
it,away
is,he
he,<\s>
are,you
you,going
is,he
he,<\s>
isn't,he
he,<\s>
if,you
you,wanna
turn,it
it,round
if,you
you,leave
leave,it
it,like
can't,he
he,under
what's,it
it,moving
<s>,he
he,has
hasn't,he
he,<\s>
hasn't,it
it,<\s>
shall,we
we,pick
pick,it
it,up
should,we
we,<\s>
are,we
we,doing
shall,we
we,put
do,you
you,think
who's,he
he,got
with,him
him,<\s>
isn't,it
it,<\s>
what's,he
he,going
is,he
he,going
isn't,it
it,<\s>
<s>,it
it,turns
are,you
you,sure
sure,it
it,is
would,you
you,like
do,you
you,wanna
are,you
you,tired
to,you
you,<\s>
aren't,they
they,<\s>
have,you
you,got
tell,us
us,<\s>
are,you
you,going
are,you
you,going
for,her
her,<\s>
are,you
you,going
sing,it
it,for
for,me
me,<\s>
are,you
you,going
are,you
you,going
are,we
we,going
don't,you
you,like
<s>,you
you,wanted
didn't,you
you,<\s>
built,you
you,that
haven't,we
we,<\s>
<s>,i
i,tell
tell,you
you,what
shall,we
we,play
then,you
you,can
in,it
it,and
and,you
you,can
can't,you
you,<\s>
do,you
you,wanna
<s>,you
you,don't
do,you
you,went
build,you
you,something
<s>,you
you,haven't
bring,it
it,in
here,we
we,are
shall,we
we,use
is,it
it,<\s>
is,it
it,mister_mouse
is,it
it,then
well,i
i,don't
think,he
he,is
is,you
you,know
hasn't,she
she,<\s>
<s>,she
she,would
wouldn't,she
she,<\s>
is,he
he,<\s>
yes,i
i,thought
thought,he
he,might
<s>,i
i,think
think,it
it,might
don't,you
you,have
is,it
it,mister_badger
are,you
you,going
isn't,he
he,<\s>
is,he
he,<\s>
is,he
he,going
willn't,we
we,<\s>
can,he
he,get
is,he
he,<\s>
can,he
he,look
can,you
you,see
see,him
him,<\s>
has,he
he,<\s>
there,you
you,are
can,you
you,see
see,him
him,now
is,it
it,this
is,it
it,fozzie_bear
can,he
he,<\s>
are,they
they,having
where's,he
he,gone
is,he
he,in
can,he
he,<\s>
isn't,it
it,<\s>
of,them
them,parked
tell,you
you,what
shall,we
we,have
do,you
you,want
has,he
he,rolled
isn't,it
it,<\s>
is,it
it,<\s>
willn't,it
it,<\s>
did,we
we,see
was,it
it,<\s>
can,you
you,remember
when,we
we,counted
do,you
you,<\s>
do,you
you,remember
<s>,you
you,can
tell,me
me,about
about,it
it,<\s>
because,you
you,claimed
claimed,you
you,didn't
didn't,you
you,<\s>
<s>,you
you,can't
can,you
you,<\s>
<s>,he
he,can't
isn't,he
he,<\s>
would,he
he,be
do,you
you,went
went,me
me,to
kiss,it
it,better
was,it
it,<\s>
is,it
it,now
have,they
they,had
can,he
he,see
<s>,i
i,don't
<s>,i
i,think
<s>,he
he,can't
do,you
you,usually
have,you
you,<\s>
goodness,me
me,<\s>
<s>,i
i,didn't
notice,it
it,when
when,i
i,was
was,it
it,during
was,it
it,gone
before,you
you,got
why,i
i,didn't
see,it
it,<\s>
was,it
it,<\s>
but,you
you,haven't
<s>,you
you,come
and,you
you,come
tell,her
her,that
taken,him
him,for
oh,i
i,took
did,we
we,go
<s>,you
you,come
will,she
she,<\s>
<s>,he
he,wants
to,you
you,<\s>
if,you
you,don't
to,her
her,then
<s>,you
you,take
<s>,you
you,take
if,you
you,do
can,you
you,see
without,you
you,then
<s>,they
they,won't
have,you
you,at
if,you
you,don't
told,you
you,know
if,you
you,won't
then,you
you,won't
will,you
you,<\s>
driving,it
it,isn't
isn't,it
it,<\s>
did,it
it,cost
<s>,you
you,mean
pecking,him
him,<\s>
<s>,you
you,haven't
well,i
i,shall
watching,you
you,<\s>
are,you
you,doing
to,him
him,<\s>
over,him
him,<\s>
here,he
he,is
are,you
you,doing
do,you
you,mean
<s>,you
you,put
put,him
him,out
give,him
him,a
tell,him
him,you're
aren't,you
you,sorry
with,you
you,<\s>
<s>,he
he,might
watching,you
you,<\s>
isn't,he
he,<\s>
eat,him
him,<\s>
have,you
you,got
<s>,he
he,can
can,he
he,<\s>
but,he
he,seems
doesn't,he
he,<\s>
yes,he
he,has
like,you
you,at
sucking,him
him,<\s>
isn't,he
he,<\s>
chewing,him
him,<\s>
sucking,him
him,<\s>
about,it
it,does
does,he
he,<\s>
<s>,he
he,can't
can't,he
he,now
could,he
he,have
are,you
you,sure
sure,he
he,is
are,you
you,sure
sure,he
he,is
are,you
you,sure
<s>,i
i,don't
think,he
he,can
it's,i
i,think
<s>,i
i,think
is,it
it,<\s>
hasn't,it
it,<\s>
isn't,it
it,<\s>
for,him
him,again
<s>,i
i,think
think,he
he,can
hasn't,he
he,<\s>
<s>,he
he,is
isn't,he
he,<\s>
there,we
we,have
isn't,it
it,<\s>
<s>,you
you,can
can't,you
you,<\s>
can,you
you,see
is,it
it,bed
<s>,he
he,can
can,he
he,<\s>
<s>,i
i,don't
isn't,he
he,<\s>
<s>,we
we,could
couldn't,we
we,<\s>
<s>,you
you,swing
and,you
you,can
to,him
him,can't
can't,you
you,<\s>
is,he
he,building
is,he
he,<\s>
does,he
he,<\s>
doesn't,he
he,live
oh_goodness,me
me,aran
could,you
you,make
isn't,it
it,<\s>
is,it
it,going
is,it
it,going
is,it
it,just
is,it
it,going
well,it
it,does
does,it
it,does
but,it
it,won't
if,you
you,take
take,it
it,off
will,it
it,<\s>
<s>,you
you,did
take,it
it,off
<s>,i
i,saw
saw,you
you,<\s>
doesn't,it
it,<\s>
are,you
you,going
don't,you
you,<\s>
can't,you
you,say
<s>,i
i,don't
can,he
he,<\s>
is,he
he,<\s>
there,we
we,are
is,it
it,one
put,him
him,in
shoving,him
him,in
up,you
you,know
are,you
you,building
is,it
it,you're
can,i
i,help
help,you
you,<\s>
oh,you
you,don't
can,you
you,find
find,me
me,a
<s>,you
you,wanna
do,you
you,<\s>
<s>,you
you,find
well,you
you,put
put,it
it,on
put,it
it,on
<s>,i
i,don't
will,they
they,<\s>
is,he
he,<\s>
is,he
he,climbing
<s>,he
he,isn't
<s>,you
you,haven't
have,you
you,<\s>
if,we
we,put
doesn't,he
he,<\s>
<s>,you
you,can
can't,you
you,<\s>
that's,it
it,<\s>
that's,it
it,<\s>
isn't,it
it,<\s>
to,them
them,<\s>
<s>,you
you,want
shall,we
we,move
move,it
it,<\s>
move,it
it,<\s>
sure,you
you,put
put,it
it,on
willn't,you
you,or
else,it
it,won't
will,it
it,<\s>
well,you
you,find
<s>,i
i,can't
<s>,i
i,think
used,them
them,all
move,it
it,then
well,i
i,think
got,them
them,all
isn't,it
it,<\s>
<s>,you
you,won't
will,you
you,<\s>
are,you
you,going
<s>,you
you,want
do,you
you,<\s>
are,they
they,in
are,they
they,<\s>
is,it
it,<\s>
do,you
you,like
aren't,they
they,<\s>
did,you
you,have
did,you
you,<\s>
<s>,you
you,know
know,you
you,jolly
did,you
you,have
is,it
it,<\s>
bite,it
it,darling
bite,it
it,<\s>
is,it
it,<\s>
is,it
it,<\s>
are,they
they,<\s>
<s>,you
you,don't
haven't,you
you,<\s>
is,it
it,going
is,it
it,going
are,you
you,tired
isn't,it
it,<\s>
is,it
it,going
aren't,you
you,going
put,it
it,back
if,you
you,don't
with,it
it,then
with,it
it,are
are,you
you,<\s>
with,it
it,then
isn't,it
it,<\s>
<s>,you
you,know
is,it
it,<\s>
do,they
they,eat
do,they
they,eat
do,you
you,wanna
do,you
you,<\s>
do,you
you,wanna
to,you
you,<\s>
want,you
you,to
are,you
you,going
well,you
you,can
can't,you
you,<\s>
<s>,you
you,don't
do,you
you,<\s>
aren't,you
you,going
that,you
you,wanna
with,them
them,won't
willn't,you
you,<\s>
<s>,i
i,didn't
ate,it
it,<\s>
was,he
he,poorly
<s>,he
he,was
was,he
he,<\s>
isn't,it
it,<\s>
if,you
you,find
and,you
you,eat
eat,them
them,then
aren't,you
you,<\s>
did,he
he,get
