age	Unnamed: 0	Unnamed: 0.1	mlu	#words	#pronouns	#cased_pronoun	#errors	#verb	#noun	#determiner	richness	#I	#me	#you	#he	#him	#she	#her	#we	#us	#they	#them	#it	#parentwords	#parentpronouns	parentcased_pronouns	parenterrors	#parent_verb	#parent_noun	#parent_determiner	#past	#present	#perfect	#untensed	age	%pronouns	%error	%verb	%noun	%verb_tensed	%determiner	%parent_pronouns	%parent_verb	%parent_noun	%parent_determiner
49	939	939	8.921471511355868	4811	565	328	1	859	573	263	0.2729858264938146	176	39	159	24	12	8	7	34	1	19	8	78	596	80	30	0	85	65	28	292	99	33	336	49	0.06817709415921845	0.003048780487804878	0.17854915817917272	0.11910205778424444	0.6088474970896391	0.054666389524007486	0.050335570469798654	0.14261744966442952	0.10906040268456375	0.04697986577181208
50	975	975	7.9555083131232545	4003	515	277	1	703	451	228	0.2873351823144253	188	28	150	7	6	2	4	12	0	28	2	88	513	62	34	0	88	56	21	189	69	22	354	50	0.06919810142393205	0.0036101083032490976	0.17561828628528603	0.11266550087434424	0.49644381223328593	0.05695728203847115	0.06627680311890838	0.17153996101364521	0.10916179337231968	0.04093567251461988
51	1011	1011	7.8711297568481084	4269	537	291	0	820	489	226	0.27489679943521467	187	16	128	30	5	3	3	31	1	13	2	118	312	49	18	0	43	38	17	245	115	23	322	51	0.06816584680252986	0.0	0.19208245490747247	0.11454673225579762	0.6073170731707317	0.052939798547669246	0.057692307692307696	0.13782051282051283	0.12179487179487179	0.05448717948717949
52	519	519	8.039261285909712	1735	233	137	0	348	205	63	0.291867998690579	85	16	53	11	1	2	0	8	0	13	1	43	273	37	12	0	41	25	6	124	58	14	94	52	0.07896253602305475	0.0	0.20057636887608069	0.11815561959654179	0.7298850574712644	0.03631123919308357	0.04395604395604396	0.15018315018315018	0.09157509157509157	0.02197802197802198
53	528	528	8.162044211607414	1442	175	92	0	235	181	63	0.31502246895062364	58	10	43	7	2	0	0	10	1	4	0	40	171	24	7	0	22	14	5	76	34	9	82	53	0.0638002773925104	0.0	0.16296809986130376	0.12552011095700416	0.6510638297872341	0.043689320388349516	0.04093567251461988	0.1286549707602339	0.08187134502923976	0.029239766081871343
54	1083	1083	8.103450728995695	3280	461	292	0	575	395	160	0.3124288766616003	201	20	101	24	5	2	2	25	0	12	1	68	679	100	40	0	115	73	31	201	53	17	251	54	0.08902439024390243	0.0	0.17530487804878048	0.12042682926829268	0.5634782608695652	0.04878048780487805	0.05891016200294551	0.16936671575846834	0.10751104565537556	0.045655375552282766
55	930	930	8.144942764566261	3126	428	260	1	593	364	155	0.30178135742317447	159	22	91	24	7	5	1	36	0	6	0	77	630	99	40	0	101	68	33	211	75	24	208	55	0.08317338451695458	0.0038461538461538464	0.18969929622520793	0.1164427383237364	0.6492411467116358	0.04958413307741523	0.06349206349206349	0.16031746031746033	0.10793650793650794	0.05238095238095238
56	762	762	8.404327480031707	2367	319	180	0	395	289	130	0.31937988499820835	120	12	70	4	1	2	2	25	0	14	0	69	559	69	26	0	69	79	25	161	54	26	100	56	0.07604562737642585	0.0	0.16687790452049006	0.12209547950992818	0.7468354430379747	0.05492184199408534	0.046511627906976744	0.12343470483005367	0.1413237924865832	0.044722719141323794
57	778	778	8.787806119093423	2464	286	174	1	398	317	123	0.32214201678765764	97	13	56	12	2	4	3	26	2	12	3	56	530	71	34	0	75	64	34	146	55	21	121	57	0.07061688311688312	0.005747126436781609	0.16152597402597402	0.1286525974025974	0.6959798994974874	0.04991883116883117	0.06415094339622641	0.14150943396226415	0.12075471698113208	0.06415094339622641
58	995	995	8.125080853058027	3383	462	265	0	602	414	177	0.29719557060330126	171	25	105	12	0	5	3	27	1	13	8	92	1029	123	48	0	130	118	47	198	70	25	239	58	0.07833284067395803	0.0	0.17794856636121786	0.12237658882648537	0.6029900332225914	0.052320425657700266	0.04664723032069971	0.12633624878522837	0.11467444120505345	0.0456754130223518
59	814	814	8.10126176621932	3247	427	257	0	591	368	149	0.2884368128087208	142	14	112	18	5	14	0	41	2	19	2	58	1191	138	74	0	177	125	51	172	59	22	279	59	0.07914998460117031	0.0	0.18201416692331382	0.11333538651062519	0.5279187817258884	0.04588851247305205	0.06213266162888329	0.1486146095717884	0.10495382031905962	0.042821158690176324
60	830	830	7.374332196606817	2834	384	247	0	557	282	144	0.2720734477406543	161	24	90	15	2	4	3	25	0	9	4	47	531	74	31	0	65	54	34	166	74	17	226	60	0.0871559633027523	0.0	0.19654199011997178	0.0995059985885674	0.5942549371633752	0.05081157374735357	0.0583804143126177	0.1224105461393597	0.1016949152542373	0.064030131826742
