,Unnamed: 0,file,age,mlu,#words,#pronouns,#cased_pronoun,#errors,#verb,#noun,#determiner,richness,#I,#me,#you,#he,#him,#she,#her,#we,#us,#they,#them,#it,#parentwords,#parentpronouns,parentcased_pronouns,parenterrors,#parent_verb,#parent_noun,#parent_determiner,#past,#present,#perfect,#untensed
0,0,HSLLD/HV1/ace,43,2.880952381,123,10,7,0,10,35,11,0.281028369,2,0,0,2,2,0,0,0,0,1,0,3,930,78,58,0,102,172,79,3,1,0,6
1,1,HSLLD/HV1/ace,43,3,3,1,1,0,1,0,0,0.462365591,1,0,0,0,0,0,0,0,0,0,0,0,85,15,4,0,16,8,7,0,0,0,1
2,2,HSLLD/HV1/ace,43,2,2,0,0,0,0,2,0,0.704081633,0,0,0,0,0,0,0,0,0,0,0,0,37,8,5,0,4,4,1,0,0,0,0
3,3,HSLLD/HV1/adm,49,6.018867925,309,31,24,0,33,43,9,0.307849134,12,0,5,10,0,0,0,0,0,1,1,2,667,55,37,0,68,144,36,5,3,1,24
4,4,HSLLD/HV1/adm,49,5,115,20,20,0,17,19,8,0.323671498,17,0,0,0,1,1,0,0,0,0,1,0,247,38,10,0,44,26,20,3,2,0,12
5,5,HSLLD/HV1/adm,49,4.456521739,214,14,12,0,25,30,13,0.260869565,11,1,2,0,0,0,0,0,0,0,0,0,399,58,20,0,55,44,19,6,3,0,16
6,6,HSLLD/HV1/adm,49,4.598039216,474,63,50,0,73,45,16,0.258536585,35,0,7,0,0,0,0,4,0,9,2,6,462,68,29,0,86,45,22,6,3,0,64
7,7,HSLLD/HV1/aim,47,3.413333333,280,23,20,0,26,54,17,0.284367636,15,0,0,1,1,0,3,0,0,0,0,3,911,82,44,0,90,174,72,2,3,0,21
8,8,HSLLD/HV1/aim,47,6.769230769,75,7,6,0,9,4,2,0.375796178,1,0,1,0,0,0,0,5,0,0,0,0,77,15,5,0,13,6,2,9,7,1,-8
9,9,HSLLD/HV1/aim,46,4.599118943,1162,149,73,0,139,142,33,0.178675755,37,9,60,4,1,0,0,11,11,0,0,16,527,55,17,0,90,69,12,18,31,3,87
10,10,HSLLD/HV1/aim,47,4.275862069,922,97,40,0,124,95,25,0.156880323,31,4,25,2,3,0,0,0,0,0,0,32,982,120,48,0,156,96,29,17,12,1,94
11,11,HSLLD/HV1/ali,46,3.649635036,463,25,22,1,49,125,60,0.209039548,6,2,0,13,1,0,0,0,0,0,0,3,859,82,53,0,75,133,54,9,15,1,24
12,12,HSLLD/HV1/ali,57,5.066666667,70,15,12,0,10,10,6,0.399122807,10,0,0,0,0,0,0,1,0,1,0,3,157,27,7,0,31,14,6,6,0,0,4
13,13,HSLLD/HV1/ali,46,5.936842105,548,80,54,0,85,34,18,0.218218899,31,10,20,5,4,1,0,2,0,1,0,6,418,64,28,0,59,38,18,26,9,3,47
14,14,HSLLD/HV1/ali,46,3.388888889,274,25,17,1,45,16,4,0.210099188,8,9,5,0,0,0,0,0,0,0,0,3,579,61,17,0,88,43,19,3,3,1,38
15,15,HSLLD/HV1/all,43,4.75,75,6,5,0,15,8,5,0.382677165,3,2,0,0,0,0,0,0,0,0,0,1,397,27,24,0,43,98,34,0,4,0,11
16,16,HSLLD/HV1/all,43,5.333333333,31,7,7,0,7,2,2,0.535714286,6,1,0,0,0,0,0,0,0,0,0,0,40,4,1,0,9,2,3,3,1,0,3
17,17,HSLLD/HV1/all,43,3.8125,501,47,25,0,63,78,19,0.24652568,20,1,6,0,0,3,1,0,0,0,0,16,277,41,19,0,43,35,3,25,11,7,20
18,18,HSLLD/HV1/all,43,3.59375,477,22,13,0,60,39,23,0.210912052,7,2,6,0,0,0,0,1,1,1,1,3,519,57,9,0,70,41,20,6,10,1,43
19,19,HSLLD/HV1/ana,50,3.276595745,347,38,33,1,31,48,10,0.152968037,8,5,1,19,1,0,0,0,0,0,0,4,1844,205,148,0,221,263,107,3,0,0,28
20,20,HSLLD/HV1/ana,50,4.222222222,43,6,6,1,7,3,1,0.509677419,3,1,0,0,0,0,0,2,0,0,0,0,112,21,6,0,19,10,5,3,0,0,4
21,21,HSLLD/HV1/ana,50,5.056603774,546,75,59,5,71,46,22,0.164645351,30,10,6,3,1,2,5,6,1,0,1,10,1374,166,61,0,178,161,64,17,3,0,51
22,22,HSLLD/HV1/ana,50,3.808219178,609,63,27,0,95,48,12,0.176874081,17,4,22,0,1,1,0,0,0,0,4,14,1401,124,53,1,178,170,72,8,8,1,78
23,23,HSLLD/HV1/ann,48,3.367088608,258,34,25,0,34,42,9,0.244996549,14,4,4,1,1,3,1,0,0,0,1,5,1185,141,91,2,151,152,70,8,5,1,20
24,24,HSLLD/HV1/ann,50,4.9,40,8,8,0,4,6,2,0.539007092,5,0,0,1,0,0,0,0,0,2,0,0,101,16,6,0,17,13,3,6,0,0,-2
25,25,HSLLD/HV1/ann,50,5.87037037,303,42,22,0,42,25,11,0.313670412,18,1,15,1,0,0,0,2,0,0,0,5,358,43,25,0,53,51,15,15,9,6,12
26,26,HSLLD/HV1/ann,50,4.268518519,461,58,41,1,74,49,16,0.206403659,28,7,14,2,0,0,0,2,0,2,0,3,1288,165,73,0,194,132,65,2,4,0,68
27,27,HSLLD/HV1/apr,44,2,2,0,0,0,0,1,1,0.28019802,0,0,0,0,0,0,0,0,0,0,0,0,967,87,73,0,125,193,98,0,0,0,0
28,28,HSLLD/HV1/apr,44,3.514285714,128,16,7,0,16,17,2,0.214445272,3,2,9,0,1,0,0,1,0,0,0,0,1378,152,80,0,181,195,76,1,1,1,13
29,29,HSLLD/HV1/apr,44,3.333333333,57,8,6,0,8,10,4,0.237845924,4,1,1,0,0,0,0,0,0,1,0,1,1249,129,73,0,179,148,71,2,2,1,3
30,30,HSLLD/HV1/arl,60,3.16,81,4,4,0,8,25,8,0.366295265,1,0,0,3,0,0,0,0,0,0,0,0,565,41,30,0,61,112,43,0,3,0,5
31,31,HSLLD/HV1/arl,60,2,24,2,2,0,1,1,0,0.407407407,1,0,0,0,0,0,0,1,0,0,0,0,192,34,18,0,46,13,10,1,0,0,0
32,32,HSLLD/HV1/arl,48,4.72,248,40,27,0,36,30,9,0.278084715,21,6,10,0,0,0,0,0,0,0,0,3,134,9,1,0,15,20,7,4,3,1,28
33,33,HSLLD/HV1/arl,60,1.916666667,58,1,1,0,5,13,4,0.289527721,1,0,0,0,0,0,0,0,0,0,0,0,417,50,14,0,60,50,25,0,0,0,5
34,34,HSLLD/HV1/ast,46,5.6,448,46,39,0,50,72,45,0.279452055,9,1,2,18,4,2,0,2,0,0,3,5,597,67,47,0,71,98,39,24,2,1,23
35,35,HSLLD/HV1/ast,46,4.666666667,179,24,17,0,20,33,12,0.320802005,5,2,6,0,0,1,0,0,0,9,0,1,215,40,20,0,33,22,15,7,2,0,11
36,36,HSLLD/HV1/ast,46,5.731343284,757,119,74,0,124,75,30,0.198153409,39,26,27,4,1,0,0,1,3,0,0,18,505,64,14,0,81,74,22,19,17,1,87
37,37,HSLLD/HV1/ast,46,4.164502165,1049,138,69,0,159,104,35,0.146676569,46,9,32,1,1,7,3,1,0,0,1,37,1166,181,78,1,214,83,51,14,12,0,133
38,38,HSLLD/HV1/bob,51,3.5,135,16,11,0,15,28,7,0.29248366,8,0,1,3,0,0,0,0,0,0,0,4,1072,77,51,0,143,213,101,6,0,0,9
39,39,HSLLD/HV1/bob,51,7.272727273,70,9,7,0,10,7,6,0.461538462,0,0,0,1,0,6,0,0,0,0,0,2,86,19,9,0,19,6,5,9,1,0,0
40,40,HSLLD/HV1/bob,51,5.119047619,646,103,53,0,97,78,27,0.231936416,42,3,28,2,1,0,0,4,0,1,0,22,736,96,30,0,98,99,42,15,8,2,72
41,41,HSLLD/HV1/bra,44,11.36,269,30,27,0,21,38,16,0.295704296,1,0,0,26,0,0,0,0,0,0,0,3,607,67,47,0,64,100,30,17,0,0,4
42,42,HSLLD/HV1/bra,44,8,79,9,9,0,8,25,2,0.408256881,9,0,0,0,0,0,0,0,0,0,0,0,91,11,3,0,11,22,8,0,0,0,8
43,43,HSLLD/HV1/bra,44,6.214876033,750,83,61,0,81,107,31,0.200330442,41,6,9,0,1,1,0,6,2,2,2,13,676,87,52,0,94,90,38,32,10,5,34
44,44,HSLLD/HV1/bra,44,5.333333333,961,76,55,0,99,152,33,0.147511848,46,5,15,2,0,0,0,0,0,1,1,6,1433,169,67,1,194,206,66,15,7,2,75
45,45,HSLLD/HV1/bri,45,2.821428571,81,8,2,0,7,19,0,0.25399361,2,0,1,0,0,0,0,0,0,0,0,5,1769,143,97,0,198,360,94,0,0,0,7
46,46,HSLLD/HV1/bri,45,3.333333333,26,1,0,0,4,8,2,0.458333333,0,0,0,0,0,0,0,0,0,0,0,1,118,17,8,0,20,11,6,3,0,0,1
47,47,HSLLD/HV1/bri,45,3.75862069,113,18,14,0,17,7,6,0.317419355,10,4,3,0,0,0,0,0,0,0,0,1,539,68,24,1,71,54,23,4,2,0,11
48,48,HSLLD/HV1/bri,45,3.217948718,263,34,17,0,30,27,10,0.285572139,14,1,6,0,0,0,0,0,0,2,0,11,582,71,24,0,83,71,28,5,6,2,17
49,49,HSLLD/HV1/brn,50,1,5,0,0,0,0,2,0,0.460526316,0,0,0,0,0,0,0,0,0,0,0,0,371,35,29,0,33,76,31,0,0,0,0
50,50,HSLLD/HV1/brn,50,3.384615385,39,3,2,0,4,12,4,0.340557276,1,0,0,0,0,0,0,1,0,0,0,1,283,40,8,0,46,36,21,1,1,0,2
51,51,HSLLD/HV1/brn,50,4.514285714,308,37,30,0,44,38,7,0.219254658,27,1,5,0,0,2,0,0,0,0,0,2,509,66,11,0,73,43,8,9,5,1,29
52,52,HSLLD/HV1/brt,44,4.125,60,9,6,0,7,6,0,0.311536089,0,0,2,5,0,0,0,0,0,0,1,1,1516,115,80,3,186,293,142,1,2,0,4
53,53,HSLLD/HV1/brt,44,6.363636364,62,11,5,0,8,5,3,0.441624365,3,0,1,0,0,0,0,2,0,0,0,5,135,19,8,0,19,20,5,9,0,0,-1
54,54,HSLLD/HV1/brt,44,4,139,19,10,0,20,13,2,0.422018349,9,0,6,0,1,0,0,0,0,0,0,3,184,31,6,0,28,21,3,3,0,0,17
55,55,HSLLD/HV1/brt,44,4.14,414,44,27,0,65,59,26,0.26463964,21,4,9,0,0,0,0,2,0,0,0,8,464,58,19,0,56,41,14,8,6,2,49
56,56,HSLLD/HV1/cas,49,5.315789474,103,17,17,0,12,13,7,0.357446809,0,0,0,2,0,0,0,6,0,6,3,0,505,41,35,0,53,119,39,6,0,0,6
57,57,HSLLD/HV1/cas,49,3.142857143,86,12,11,0,13,18,6,0.35,9,1,0,0,0,0,0,1,0,0,0,1,253,30,16,0,35,37,17,6,1,1,5
58,58,HSLLD/HV1/cas,49,9.081081081,305,45,31,0,40,45,24,0.276453055,15,2,5,2,1,0,0,2,1,8,0,9,464,55,29,0,54,41,25,21,5,1,13
59,59,HSLLD/HV1/cas,49,3.45,292,27,20,1,31,45,19,0.256493506,8,3,5,0,0,0,0,3,0,5,1,2,632,90,37,1,91,84,39,3,3,1,24
60,60,HSLLD/HV1/cat,48,1.956521739,48,3,1,0,4,7,0,0.37804878,0,0,1,0,0,0,0,1,0,0,0,1,636,45,35,0,71,140,45,0,0,0,4
61,61,HSLLD/HV1/cat,48,3.833333333,22,4,3,0,4,2,1,0.441666667,3,0,0,0,0,0,0,0,0,0,0,1,97,20,5,0,13,13,2,1,0,0,3
62,62,HSLLD/HV1/cat,48,3.071428571,47,6,5,0,5,5,2,0.351604278,1,3,0,0,0,0,0,0,0,0,1,1,357,32,15,0,40,44,20,1,1,1,2
63,63,HSLLD/HV1/cat,48,3.320987654,296,33,16,0,39,30,11,0.235827664,10,6,6,0,0,0,0,0,0,0,0,11,838,115,38,0,134,89,30,5,6,2,26
64,64,HSLLD/HV1/cha,47,3.984615385,244,16,15,0,20,47,21,0.231564438,8,1,0,1,0,3,0,0,0,0,2,1,1055,67,54,0,92,229,120,9,0,0,11
65,65,HSLLD/HV1/cha,47,6.111111111,50,9,6,0,7,9,3,0.478632479,2,0,0,0,0,1,0,2,1,0,0,3,67,8,3,0,10,8,2,5,0,0,2
66,66,HSLLD/HV1/cha,47,4.833333333,537,70,49,0,67,43,20,0.206296048,38,5,12,0,0,2,0,3,0,0,1,9,660,73,23,0,122,70,16,26,10,6,25
67,67,HSLLD/HV1/cha,47,3.643835616,602,55,26,0,88,45,20,0.163125428,19,4,5,0,0,0,0,3,0,0,0,24,687,72,21,0,137,53,26,6,1,0,81
68,68,HSLLD/HV1/cla,47,4,3,1,1,0,0,1,0,0.367875648,0,0,0,0,0,0,0,0,0,0,1,0,515,39,27,0,53,107,43,0,0,0,0
69,69,HSLLD/HV1/cla,46,6.285714286,42,4,4,0,5,7,4,0.426966292,3,0,0,0,0,0,0,1,0,0,0,0,129,27,7,0,27,9,6,4,1,0,0
70,70,HSLLD/HV1/cla,47,3.058823529,166,23,18,0,19,22,12,0.220061412,13,1,0,0,0,0,1,0,0,0,3,5,779,114,37,0,127,74,52,2,4,1,12
71,71,HSLLD/HV1/con,51,2.321428571,80,9,8,0,6,9,4,0.347975883,4,0,0,4,0,0,0,0,0,0,0,1,896,72,53,0,93,157,67,2,0,0,4
72,72,HSLLD/HV1/con,51,0,2,0,0,0,0,0,0,0.516666667,0,0,0,0,0,0,0,0,0,0,0,0,98,13,10,0,19,9,5,0,0,0,0
73,73,HSLLD/HV1/con,51,4.677419355,161,21,12,0,15,19,4,0.24399126,9,2,5,0,0,0,0,1,0,0,0,4,692,91,33,0,98,90,35,4,1,0,10
74,74,HSLLD/HV1/con,51,3.225806452,338,28,22,0,34,34,11,0.200484262,19,0,3,0,0,0,0,0,0,0,3,3,1027,124,54,0,150,106,45,9,0,0,25
75,75,HSLLD/HV1/ctr,47,2.893939394,196,21,20,0,17,47,16,0.282570423,0,1,0,16,2,0,0,0,0,0,1,1,885,95,50,0,100,122,46,9,3,2,3
76,76,HSLLD/HV1/ctr,47,2,18,4,2,0,2,2,0,0.451612903,2,0,2,0,0,0,0,0,0,0,0,0,154,31,6,0,31,7,4,0,2,0,0
77,77,HSLLD/HV1/ctr,47,3.488372093,148,9,4,0,13,25,7,0.263829787,2,2,1,0,0,0,0,0,0,0,0,4,481,76,39,0,78,40,11,5,8,3,-3
78,78,HSLLD/HV1/dav,49,5.314285714,178,16,11,0,19,20,7,0.237922705,2,0,1,8,0,0,0,0,0,1,0,4,1461,139,104,0,181,242,92,9,2,1,7
79,79,HSLLD/HV1/dav,49,7.3125,228,28,20,0,29,31,10,0.329246935,3,0,2,6,0,0,1,9,0,1,0,6,324,43,21,0,35,32,13,14,13,2,0
80,80,HSLLD/HV1/dav,49,4.892405063,781,108,56,0,98,88,17,0.193439297,30,9,26,2,0,2,0,11,1,1,0,26,1670,203,77,0,219,184,62,27,8,1,62
81,81,HSLLD/HV1/dav,49,4.102272727,395,25,17,0,29,58,15,0.248752673,12,1,0,0,0,0,0,4,0,0,0,8,861,88,41,0,93,94,44,5,6,2,16
82,82,HSLLD/HV1/dea,47,2.636363636,28,2,2,0,3,9,6,0.363247863,1,0,0,1,0,0,0,0,0,0,0,0,647,60,43,0,68,120,47,0,1,0,2
83,83,HSLLD/HV1/dea,47,3.058823529,46,3,3,0,8,9,5,0.299771167,2,0,0,0,0,0,0,0,0,1,0,0,390,62,9,0,63,44,20,4,4,1,-1
84,84,HSLLD/HV1/dea,47,3.313253012,299,29,23,0,45,26,10,0.205787781,15,4,4,1,2,0,1,0,0,0,0,2,1227,134,48,0,176,136,52,13,7,1,24
85,85,HSLLD/HV1/dea,47,1.583333333,25,1,1,0,1,7,1,0.30703259,1,0,0,0,0,0,0,0,0,0,0,0,557,79,23,0,95,30,18,0,0,0,1
86,86,HSLLD/HV1/dev,44,2.643312102,415,9,8,0,22,146,93,0.211359404,2,6,0,0,0,0,0,0,0,0,0,1,543,20,8,0,40,139,66,1,3,0,18
87,87,HSLLD/HV1/dev,44,1.666666667,16,0,0,0,1,2,1,0.373737374,0,0,0,0,0,0,0,0,0,0,0,0,83,17,5,0,22,10,5,1,0,0,0
88,88,HSLLD/HV1/dev,44,3.583333333,245,16,8,0,33,37,8,0.234946871,5,1,5,1,0,0,0,0,0,1,0,3,520,49,7,0,91,63,17,1,4,1,27
89,89,HSLLD/HV1/dev,44,3.971428571,188,21,12,0,30,26,18,0.290384615,12,0,9,0,0,0,0,0,0,0,0,0,216,30,8,0,36,13,6,2,5,0,23
90,90,HSLLD/HV1/dia,46,4.56,794,87,75,0,72,123,71,0.208617594,36,0,3,24,10,0,0,2,0,3,0,9,1946,154,105,0,265,309,170,13,4,1,54
91,91,HSLLD/HV1/dia,46,5.222222222,96,13,9,0,8,11,3,0.331306991,1,1,3,0,0,0,2,5,0,0,0,1,227,29,14,0,35,24,9,4,0,0,4
92,92,HSLLD/HV1/dia,46,4.292035398,525,65,50,0,47,68,27,0.200950441,39,7,8,3,1,0,0,0,0,0,0,7,648,88,23,0,94,68,36,17,1,0,29
93,93,HSLLD/HV1/dia,46,4.614754098,577,68,53,1,74,92,40,0.20552677,30,2,5,1,2,4,1,0,0,11,2,10,513,69,26,0,67,66,34,6,8,0,60
94,94,HSLLD/HV1/don,45,4.985915493,336,29,19,1,34,70,39,0.3126294,14,1,5,2,0,0,2,0,0,0,0,5,569,39,26,0,45,114,61,15,5,2,12
95,95,HSLLD/HV1/don,45,5.111111111,92,13,13,0,10,15,9,0.361204013,6,0,0,0,0,0,0,6,0,0,1,0,206,34,12,0,33,18,12,7,0,0,3
96,96,HSLLD/HV1/don,45,4,304,33,14,0,30,39,9,0.26187962,8,2,10,1,0,0,0,2,0,1,0,9,563,70,26,0,80,59,25,3,4,0,23
97,97,HSLLD/HV1/emi,44,2.896551724,97,8,5,0,5,27,5,0.312673451,3,0,1,0,0,1,0,0,0,1,0,2,970,87,68,0,90,176,71,1,0,0,4
98,98,HSLLD/HV1/emi,44,4.833333333,59,13,13,0,9,4,1,0.341637011,11,0,0,0,0,0,0,0,0,2,0,0,212,36,18,0,34,18,12,5,0,0,4
99,99,HSLLD/HV1/emi,44,3.74137931,222,26,20,0,21,29,9,0.214959145,13,1,4,1,0,2,1,1,0,1,0,2,847,100,48,0,110,121,32,9,1,0,11
100,100,HSLLD/HV1/emi,44,3.330275229,392,31,17,0,39,38,18,0.162228797,11,0,0,0,0,3,0,2,0,1,0,14,1565,194,61,0,223,131,77,4,4,1,30
101,101,HSLLD/HV1/eth,45,2.862068966,88,8,4,0,7,12,6,0.434859155,1,0,4,3,0,0,0,0,0,0,0,0,480,49,36,0,57,72,25,2,0,0,5
102,102,HSLLD/HV1/eth,45,2.5,36,2,2,0,3,9,2,0.363461538,1,0,0,1,0,0,0,0,0,0,0,0,481,38,20,0,75,83,55,0,0,0,3
103,103,HSLLD/HV1/eth,45,4.95,96,3,3,0,5,12,6,0.52991453,2,0,0,0,0,0,0,1,0,0,0,0,128,10,1,0,17,20,7,5,0,0,0
104,104,HSLLD/HV1/eth,45,6.278074866,1142,112,67,0,159,186,72,0.190637885,21,18,19,4,4,0,0,6,2,10,2,26,1822,234,141,0,218,237,103,23,24,1,111
105,105,HSLLD/HV1/eth,45,6.326530612,311,20,11,0,42,56,19,0.310344828,1,1,5,1,0,1,0,5,0,2,0,4,414,28,14,0,34,64,28,5,9,2,26
106,106,HSLLD/HV1/fra,43,4.457142857,294,30,26,0,31,52,23,0.228228228,7,0,0,15,4,0,0,0,0,0,0,4,1026,86,61,0,128,181,82,12,8,1,10
107,107,HSLLD/HV1/fra,43,2.714285714,42,3,2,0,2,5,2,0.463768116,1,1,1,0,0,0,0,0,0,0,0,0,91,10,4,0,17,0,5,1,0,0,1
108,108,HSLLD/HV1/fra,43,3.196078431,169,19,11,0,22,24,11,0.286245353,8,1,5,0,0,0,1,0,0,0,1,3,529,62,21,0,67,59,25,1,5,0,16
109,109,HSLLD/HV1/geo,44,5.705882353,109,7,6,0,12,14,7,0.290030211,4,0,0,2,0,0,0,0,0,0,0,1,830,89,47,0,89,134,68,6,4,2,0
110,110,HSLLD/HV1/geo,45,7.090909091,98,16,16,0,7,9,1,0.338235294,6,1,0,1,0,3,2,0,0,2,1,0,242,49,22,0,47,17,7,7,1,1,-2
111,111,HSLLD/HV1/geo,45,6.247457627,1816,252,219,1,195,154,75,0.167674113,92,18,10,51,6,3,16,7,1,21,4,23,1989,277,123,1,305,205,95,107,14,0,74
112,112,HSLLD/HV1/geo,45,4.65,402,42,21,0,40,34,10,0.242579324,12,2,13,2,1,0,0,3,0,1,0,8,556,65,24,0,58,53,12,6,5,1,28
113,113,HSLLD/HV1/gil,46,3,158,11,3,0,12,36,10,0.294670846,2,1,1,0,0,0,0,0,0,0,0,7,399,36,7,0,40,52,34,1,1,0,10
114,114,HSLLD/HV1/gil,46,3.327586207,209,21,17,0,23,28,8,0.232189974,10,5,1,0,0,0,0,0,0,1,1,3,730,106,40,0,100,77,26,1,2,0,20
115,115,HSLLD/HV1/gil,46,6.307692308,85,17,14,0,20,14,1,0.385964912,10,1,2,0,0,0,0,0,0,3,0,1,86,12,3,0,7,5,0,1,3,0,16
116,116,HSLLD/HV1/gil,55,3.333333333,60,5,2,0,6,3,0,0.379661017,2,0,3,0,0,0,0,0,0,0,0,0,188,20,10,0,39,18,7,1,0,0,5
117,117,HSLLD/HV1/gil,46,3.565217391,341,49,39,0,68,36,7,0.187110187,26,8,8,0,0,0,0,5,0,0,0,2,1055,143,40,0,166,117,52,1,11,0,56
