age	Unnamed: 0	Unnamed: 0.1	mlu	#words	#pronouns	#cased_pronoun	#errors	#verb	#noun	#determiner	richness	#I	#me	#you	#he	#him	#she	#her	#we	#us	#they	#them	#it	#parentwords	#parentpronouns	parentcased_pronouns	parenterrors	#parent_verb	#parent_noun	#parent_determiner	#past	#present	#perfect	#untensed	age	%pronouns	%error	%verb	%noun	%verb_tensed	%determiner	%parent_pronouns	%parent_verb	%parent_noun	%parent_determiner
46.0	107	107	6.927461139896373	1240	162	125	1	183	171	59	0.19627234689996195	65	14	22	11	1	11	2	6	3	4	8	15	14	1	1	0	0	5	2	52	30	3	98	46.0	0.10080645161290322	0.008	0.14758064516129032	0.13790322580645162	0.4644808743169399	0.04758064516129032	0.07142857142857142	0.0	0.35714285714285715	0.14285714285714285
47.0	438	438	7.31075751505439	2194	284	179	0	350	288	109	0.33391220701192187	97	13	64	10	6	3	5	17	0	17	11	41	95	8	0	0	9	9	6	100	51	18	181	47.0	0.08158614402917047	0.0	0.15952597994530537	0.13126709206927986	0.4828571428571429	0.04968094804010939	0.0	0.09473684210526316	0.09473684210526316	0.06315789473684211
48.0	339	339	6.916108175460834	2574	280	172	1	397	338	163	0.2773385186238688	77	21	64	18	8	5	4	19	4	7	9	44	11	1	0	0	1	1	0	137	77	28	155	48.0	0.06682206682206682	0.005813953488372093	0.15423465423465424	0.13131313131313133	0.6095717884130982	0.06332556332556333	0.0	0.09090909090909091	0.09090909090909091	0.0
49.0	231	231	7.732142857142857	1700	170	122	0	246	271	126	0.2849043251892039	51	11	31	24	5	1	2	4	3	14	7	17	47	4	2	0	7	6	3	101	40	17	88	49.0	0.07176470588235294	0.0	0.14470588235294118	0.15941176470588236	0.6422764227642277	0.07411764705882352	0.0425531914893617	0.14893617021276595	0.1276595744680851	0.06382978723404255
50.0	474	474	7.971070945677244	3300	433	262	1	510	396	173	0.24275117210722352	145	31	105	18	11	6	5	13	3	11	19	66	244	36	14	0	38	37	17	143	73	14	280	50.0	0.07939393939393939	0.003816793893129771	0.15454545454545454	0.12	0.45098039215686275	0.05242424242424242	0.05737704918032787	0.1557377049180328	0.15163934426229508	0.06967213114754098
51.0	490	490	7.400370837870838	2499	367	249	0	399	251	127	0.24623816241989424	126	33	81	27	13	13	1	13	2	15	6	37	323	42	27	0	50	28	17	141	44	14	200	51.0	0.09963985594237695	0.0	0.15966386554621848	0.10044017607042817	0.49874686716791977	0.0508203281312525	0.08359133126934984	0.15479876160990713	0.08668730650154799	0.05263157894736842
52.0	1028	1028	7.497100716515248	5986	809	488	0	893	744	310	0.22149245591209224	215	55	197	66	16	9	9	39	2	59	18	124	530	58	29	0	75	63	29	268	87	37	501	52.0	0.08152355496157701	0.0	0.14918142332108253	0.12429001002338791	0.43896976483762595	0.051787504176411626	0.05471698113207547	0.14150943396226415	0.11886792452830189	0.05471698113207547
53.0	538	538	9.89629420333534	2361	308	185	0	338	311	117	0.25627697393790994	89	17	70	33	7	5	0	23	3	6	2	53	280	41	21	0	31	28	12	123	44	16	155	53.0	0.07835662854722575	0.0	0.14315967810249894	0.13172384582803898	0.5414201183431953	0.04955527318932656	0.075	0.11071428571428571	0.1	0.04285714285714286
54.0	554	554	7.158239903917474	2423	346	185	0	369	251	120	0.3189240607246697	102	17	97	11	3	1	1	29	3	7	11	64	219	26	10	0	23	32	13	103	62	16	188	54.0	0.07635163021048287	0.0	0.1522905489063145	0.10359059017746595	0.4905149051490515	0.04952538175815105	0.045662100456621	0.1050228310502283	0.1461187214611872	0.0593607305936073
56.0	570	570	9.792505433539237	4402	630	475	2	637	552	247	0.24247324432372774	213	38	85	55	18	7	7	66	6	47	18	70	109	9	3	0	12	18	9	320	84	30	203	56.0	0.10790549750113584	0.004210526315789474	0.14470695138573375	0.12539754656974103	0.6813186813186813	0.05611085870059064	0.027522935779816515	0.11009174311926606	0.1651376146788991	0.08256880733944955
58.0	586	586	9.400125535371437	3393	474	340	0	463	377	168	0.25276884164560043	158	28	52	31	4	7	5	46	4	45	12	82	272	38	19	0	36	21	6	210	58	28	167	58.0	0.10020630710285883	0.0	0.13645741231948127	0.1111111111111111	0.6393088552915767	0.04951370468611848	0.06985294117647059	0.1323529411764706	0.07720588235294118	0.022058823529411766
59.0	299	299	8.392882587631803	1912	243	159	0	253	247	67	0.20625323794332368	82	7	61	14	4	1	1	22	7	16	5	23	95	11	11	0	11	14	7	58	28	9	158	59.0	0.08315899581589958	0.0	0.13232217573221758	0.12918410041841005	0.37549407114624506	0.0350418410041841	0.11578947368421053	0.11578947368421053	0.14736842105263157	0.07368421052631578
60.0	610	610	9.277048629870716	3950	545	330	0	586	469	186	0.21031553020802535	152	25	120	61	14	6	3	33	8	18	10	95	272	41	26	0	30	22	12	207	55	20	304	60.0	0.08354430379746836	0.0	0.14835443037974683	0.11873417721518988	0.4812286689419795	0.04708860759493671	0.09558823529411764	0.11029411764705882	0.08088235294117647	0.04411764705882353
62.0	626	626	9.657644593239105	3487	467	305	1	510	401	179	0.22454257864894744	132	17	103	47	12	13	6	50	6	17	5	59	152	19	9	0	22	23	13	188	52	16	254	62.0	0.0874677373100086	0.003278688524590164	0.146257527960998	0.11499856610266705	0.5019607843137255	0.051333524519644395	0.05921052631578947	0.14473684210526316	0.1513157894736842	0.08552631578947369
63.0	642	642	9.874861346095724	3919	528	342	0	561	417	184	0.2109449966860443	143	30	112	46	11	9	0	30	11	41	21	74	199	25	15	0	27	29	15	140	66	13	342	63.0	0.08726715998979331	0.0	0.1431487624393978	0.10640469507527431	0.39037433155080214	0.0469507527430467	0.07537688442211055	0.135678391959799	0.1457286432160804	0.07537688442211055
65.0	828	828	11.553666558165204	5887	782	567	1	908	691	316	0.2392643462345557	163	34	111	112	30	20	5	27	3	126	47	104	483	51	23	0	40	74	40	423	104	45	336	65.0	0.09631391200951249	0.001763668430335097	0.15423815186003056	0.11737727195515543	0.6299559471365639	0.053677594700186855	0.047619047619047616	0.08281573498964803	0.15320910973084886	0.08281573498964803
66.0	504	504	10.096459510357816	1748	254	155	0	242	199	82	0.24354793141583073	58	12	61	30	5	1	1	10	3	20	15	38	66	13	9	0	8	10	4	75	36	12	119	66.0	0.08867276887871854	0.0	0.13844393592677345	0.11384439359267734	0.5082644628099173	0.04691075514874142	0.13636363636363635	0.12121212121212122	0.15151515151515152	0.06060606060606061
67.0	1396	1396	9.451794911298785	3663	513	344	1	516	409	162	0.2252787031372072	176	15	92	31	12	2	2	32	4	58	12	77	1015	130	64	0	129	105	52	198	43	18	257	67.0	0.09391209391209392	0.0029069767441860465	0.14086814086814087	0.11165711165711166	0.501937984496124	0.044226044226044224	0.06305418719211822	0.1270935960591133	0.10344827586206896	0.05123152709359606
69.0	1090	1090	8.609900037474793	2551	312	228	1	351	223	83	0.20392542321544052	107	14	54	26	4	0	0	48	2	5	22	30	508	53	29	0	62	70	30	88	32	12	219	69.0	0.0893767150137201	0.0043859649122807015	0.13759310074480596	0.08741669933359467	0.37606837606837606	0.032536260290082324	0.05708661417322835	0.1220472440944882	0.1377952755905512	0.05905511811023622
70.0	754	754	7.8207817565576185	1921	237	183	0	231	264	116	0.19152231854437202	56	24	33	40	14	12	4	16	1	12	4	21	456	80	42	0	74	41	15	142	22	8	59	70.0	0.0952628839146278	0.0	0.1202498698594482	0.13742842269651223	0.7445887445887446	0.06038521603331598	0.09210526315789473	0.16228070175438597	0.08991228070175439	0.03289473684210526
71.0	770	770	9.712436868686869	1138	153	83	1	141	108	48	0.1944652848133361	35	9	40	6	5	0	0	9	0	14	5	30	562	45	21	0	47	90	59	75	20	9	37	71.0	0.07293497363796134	0.012048192771084338	0.12390158172231985	0.09490333919156414	0.7375886524822695	0.0421792618629174	0.037366548042704624	0.08362989323843416	0.1601423487544484	0.10498220640569395
72.0	1588	1588	9.617110357593504	3679	521	312	2	500	381	162	0.20614152663498747	131	34	113	25	19	8	1	47	10	30	7	96	1505	195	75	0	200	154	62	145	50	15	290	72.0	0.08480565371024736	0.00641025641025641	0.1359064963305246	0.10356075020385974	0.42	0.04403370481108997	0.04983388704318937	0.132890365448505	0.10232558139534884	0.04119601328903655
73.0	409	409	8.675482021886397	1117	143	73	0	136	136	54	0.19229118716763985	38	2	38	9	2	4	0	10	0	4	4	32	695	96	34	0	90	79	32	54	19	10	53	73.0	0.06535362578334826	0.0	0.12175470008952552	0.12175470008952552	0.6102941176470589	0.048343777976723366	0.04892086330935252	0.12949640287769784	0.11366906474820145	0.0460431654676259
74.0	830	830	8.82807500470544	999	144	90	0	150	116	42	0.21007770753127816	41	7	32	4	0	4	6	9	6	11	2	22	560	67	24	0	73	70	36	56	17	5	72	74.0	0.09009009009009009	0.0	0.15015015015015015	0.11611611611611612	0.52	0.042042042042042045	0.04285714285714286	0.13035714285714287	0.125	0.06428571428571428
75.0	1956	1956	9.01924283889801	2534	277	212	0	325	246	113	0.22764115753102765	68	9	33	29	7	8	4	6	3	73	5	32	1640	215	112	0	189	169	70	221	62	24	18	75.0	0.08366219415943173	0.0	0.1282557221783741	0.09707971586424625	0.9446153846153846	0.04459352801894238	0.06829268292682927	0.1152439024390244	0.10304878048780487	0.042682926829268296
76.0	898	898	4.870920138888889	645	81	45	0	74	53	7	0.20390168342381487	25	9	28	3	0	2	2	4	0	0	0	8	1360	182	100	2	172	157	57	31	9	3	31	76.0	0.06976744186046512	0.0	0.11472868217054263	0.08217054263565891	0.581081081081081	0.010852713178294573	0.07352941176470588	0.1264705882352941	0.11544117647058824	0.04191176470588235
77.0	914	914	6.922495573197592	1592	203	134	0	203	202	74	0.20266779893428122	43	11	44	45	3	8	2	5	1	14	2	25	767	98	58	0	92	87	40	88	16	4	95	77.0	0.08417085427135679	0.0	0.12751256281407036	0.12688442211055276	0.5320197044334976	0.04648241206030151	0.07561929595827901	0.11994784876140809	0.11342894393741851	0.05215123859191656
78.0	930	930	6.752302198183205	2116	249	150	0	251	285	114	0.20058115639663932	65	12	47	28	3	2	2	12	1	21	4	52	400	37	22	0	47	56	27	91	36	9	115	78.0	0.07088846880907372	0.0	0.11862003780718336	0.13468809073724008	0.5418326693227091	0.05387523629489603	0.055	0.1175	0.14	0.0675
79.0	1908	1908	7.206538931797947	3014	385	240	4	395	386	133	0.19961111795853498	98	24	98	32	6	11	13	27	6	20	3	47	2899	428	217	1	432	350	128	151	62	21	161	79.0	0.07962840079628401	0.016666666666666666	0.13105507631055077	0.12806901128069012	0.5924050632911393	0.044127405441274054	0.07485339772335288	0.14901690238013107	0.12073128665056916	0.04415315626077958
80.0	978	978	9.968063618409241	1382	181	115	0	170	144	67	0.21044290468201615	58	8	38	8	4	6	0	15	5	10	1	28	648	68	41	0	69	90	22	70	20	8	72	80.0	0.08321273516642547	0.0	0.12301013024602026	0.10419681620839363	0.5764705882352941	0.04848046309696093	0.06327160493827161	0.10648148148148148	0.1388888888888889	0.033950617283950615
81.0	994	994	5.937792941825201	1929	237	152	0	219	215	106	0.1992906943888138	65	12	48	24	3	1	0	27	4	14	2	37	558	72	29	0	76	43	21	77	37	12	93	81.0	0.07879730430274753	0.0	0.11353032659409021	0.11145671332296526	0.5753424657534246	0.054950751684810784	0.05197132616487455	0.13620071684587814	0.07706093189964158	0.03763440860215054
82.0	1010	1010	5.704493176383653	1956	245	145	2	247	231	95	0.20094010785420574	74	9	56	18	5	6	2	12	0	13	6	44	1656	201	105	1	202	182	77	57	20	5	165	82.0	0.07413087934560328	0.013793103448275862	0.12627811860940696	0.11809815950920245	0.3319838056680162	0.04856850715746421	0.06340579710144928	0.12198067632850242	0.10990338164251208	0.0464975845410628
83.0	1026	1026	6.010035472420879	2202	271	138	0	288	279	132	0.19977511300328	47	12	94	29	9	6	1	17	3	4	10	39	641	80	29	0	88	85	43	66	45	15	162	83.0	0.06267029972752043	0.0	0.1307901907356948	0.12670299727520437	0.4375	0.05994550408719346	0.0452418096723869	0.1372854914196568	0.13260530421216848	0.06708268330733229
84.0	1042	1042	6.400648293990187	1320	156	104	0	180	186	47	0.1948485593934003	30	12	22	14	3	0	1	19	2	18	5	30	565	53	28	0	60	85	31	66	21	5	88	84.0	0.07878787878787878	0.0	0.13636363636363635	0.1409090909090909	0.5111111111111111	0.035606060606060606	0.049557522123893805	0.10619469026548672	0.1504424778761062	0.05486725663716814
85.0	1058	1058	7.735991449211263	2438	291	187	0	299	277	94	0.20788644292148528	75	10	52	46	8	10	2	11	3	19	3	52	1684	202	112	0	213	212	98	109	32	14	144	85.0	0.07670221493027071	0.0	0.12264150943396226	0.11361771944216571	0.5183946488294314	0.03855619360131255	0.0665083135391924	0.12648456057007126	0.12589073634204276	0.05819477434679335
87.0	807	807	4.461279461279461	641	60	47	0	68	71	35	0.1746203039525199	19	6	4	3	0	4	0	2	2	8	3	9	314	31	16	0	41	41	20	23	12	5	28	87.0	0.07332293291731669	0.0	0.1060842433697348	0.11076443057722309	0.5882352941176471	0.054602184087363496	0.050955414012738856	0.1305732484076433	0.1305732484076433	0.06369426751592357
89.0	1094	1094	4.402968146718147	1124	135	78	1	133	143	52	0.18613597692414216	37	9	31	20	2	1	0	7	0	1	1	26	47	5	2	0	3	11	3	47	12	3	71	89.0	0.0693950177935943	0.01282051282051282	0.11832740213523131	0.12722419928825623	0.46616541353383456	0.046263345195729534	0.0425531914893617	0.06382978723404255	0.23404255319148937	0.06382978723404255
90.0	1110	1110	6.28912586255188	2658	313	207	0	380	375	135	0.20092043945435079	100	25	67	30	3	0	0	34	0	11	4	39	391	55	19	0	54	49	12	92	68	21	199	90.0	0.07787810383747178	0.0	0.14296463506395787	0.14108352144469527	0.4763157894736842	0.050790067720090294	0.04859335038363171	0.13810741687979539	0.12531969309462915	0.030690537084398978
91.0	569	569	7.44749742002064	932	114	58	0	122	95	56	0.20907551980138506	23	7	27	10	8	2	0	1	0	6	1	29	698	102	81	1	94	77	40	39	14	7	62	91.0	0.06223175965665236	0.0	0.13090128755364808	0.10193133047210301	0.4918032786885246	0.060085836909871244	0.11604584527220631	0.1346704871060172	0.11031518624641834	0.05730659025787966
92.0	573	573	6.903225806451614	417	47	30	0	52	47	23	0.2063305556614019	21	2	1	5	0	0	0	1	0	1	0	16	686	97	52	0	91	78	36	27	12	3	10	92.0	0.07194244604316546	0.0	0.12470023980815348	0.11270983213429256	0.8076923076923077	0.05515587529976019	0.07580174927113703	0.1326530612244898	0.11370262390670553	0.052478134110787174
